nt	UM	MU
1730	5.15E-08	5.16E-08
1731	5.44E-08	6.76E-08
1732	4.36E-61	2.70E-44
1733	9.84E-89	7.90E-59
1734	1.15E-05	5.77E-06
1735	2.50E-08	1.17E-28
1736	5.67E-06	8.16E-06
1737	2.57E-110	9.83E-116
1738	1.25E-30	1.99E-22
1739	2.61E-06	0.996251008
1740	3.27E-57	1.51E-38
1741	4.84E-40	6.89E-40
1742	2.82E-90	1.93E-114
1743	8.72E-108	1.15E-92
1744	2.72E-10	0.99996599
1745	3.02E-125	1.05E-56
1746	1.42E-75	1.30E-55
1747	1.02E-93	6.18E-96
1748	2.77E-139	1.90E-128
1749	7.26E-134	1.98E-105
1750	4.09E-118	2.86E-111
1751	1.31E-99	1.59E-92
1752	6.64E-38	1.29E-25
1753	3.10E-113	6.14E-101
1754	1.06E-126	3.10E-113
1755	2.77E-121	1.31E-117
1756	9.28E-28	1.43E-22
1757	5.66E-24	4.40E-24
1758	1.85E-15	2.86E-40
1759	0.999887394	1.22E-17
1760	9.29E-08	1.01E-09
1761	7.05E-10	6.72E-10
1762	6.90E-10	7.16E-10
1763	5.11E-08	5.20E-08
1764	3.21E-17	5.79E-31
1765	1.75E-60	2.58E-10
1766	1.07E-130	1.66E-85
1767	2.77E-139	4.09E-118
1768	2.77E-139	2.77E-139
1769	2.77E-139	7.00E-26
1770	2.77E-139	2.77E-139
1771	2.77E-139	4.99E-105
1772	4.10E-101	8.99E-107
1773	1.41E-36	1.79E-38
1774	1.77E-101	1.11E-102
1775	4.37E-44	2.77E-64
1776	1.11E-05	0.0009525
1777	1.84E-137	3.11E-120
1778	2.77E-139	2.77E-139
1779	2.77E-139	2.77E-139
1780	2.00E-137	5.38E-138
1781	0.29492343	8.36E-05
1782	9.81E-84	8.77E-74
1783	0.012602734	4.82E-06
1784	0.000170827	1.44E-05
1785	0.000874568	9.83E-08
1786	1.45E-09	6.80E-10
1787	6.86E-10	8.01E-10
1788	7.48E-06	0.00127203
1789	0.00156381	1.96E-06
1790	3.44E-108	5.98E-123
1791	6.01E-08	5.90E-08
1792	7.03E-10	7.84E-10
1793	6.84E-10	7.77E-10
1794	1.41E-08	1.29E-08
1795	6.82E-08	1.88E-07
1796	4.27E-29	3.82E-24
1797	2.12E-123	5.59E-118
1798	2.97E-05	0.000194339
1799	9.87E-10	2.41E-07
1800	3.29E-06	0.992200767
1801	8.02E-09	0.004058591
1802	0.016732892	0.002471118
1803	6.15E-09	4.34E-09
1804	2.10E-07	7.65E-09
1805	1.01E-09	9.79E-10
1806	3.50E-05	0.000125555
1807	3.54E-09	1.94E-09
1808	1.52E-05	3.69E-09
1809	0.99999988	1.17E-15
1810	0.00029818	7.33E-08
1811	0.974199093	5.00E-09
1812	0.000379688	1.41E-09
1813	1.20E-09	6.72E-10
1814	2.10E-09	7.22E-10
1815	7.62E-10	6.84E-10
1816	6.72E-10	6.72E-10
1817	6.72E-10	6.72E-10
1818	6.72E-10	6.72E-10
1819	6.72E-10	6.72E-10
1820	6.78E-10	6.78E-10
1821	5.11E-08	5.11E-08
1822	2.18E-30	1.32E-50
1823	8.70E-31	8.51E-53
1824	6.99E-08	5.11E-08
1825	2.42E-06	1.21E-09
1826	0.9999951	5.13E-16
1827	9.79E-05	1.06E-12
1828	1.13E-12	0.007841711
1829	1.01E-06	6.01E-08
1830	1.14E-09	6.78E-10
1831	1.05E-09	6.97E-10
1832	3.62E-05	5.62E-09
1833	7.26E-08	1.44E-06
1834	2.10E-137	2.10E-137
1835	1.77E-83	2.77E-139
1836	5.39E-20	5.78E-90
1837	5.20E-08	5.11E-08
1838	7.03E-10	6.90E-10
1839	6.73E-10	6.84E-10
1840	1.34E-07	8.35E-10
1841	1.06E-09	6.72E-10
1842	9.30E-10	6.97E-10
1843	6.72E-10	6.72E-10
1844	6.90E-10	6.75E-10
1845	5.29E-08	2.49E-08
1846	0.258452896	2.95E-56
1847	1.15E-17	2.24E-11
1848	3.12E-15	5.86E-15
1849	1.39E-10	1.00E-23
1850	0.99065585	6.34E-12
1851	5.34E-08	3.48E-09
1852	5.14E-08	5.39E-08
1853	2.66E-23	1.02E-06
1854	1.57E-12	7.28E-17
1855	6.68E-31	4.46E-29
1856	5.03E-34	9.89E-24
1857	1.27E-13	0.999421872
1858	4.38E-57	3.00E-51
1859	2.98E-139	3.17E-139
1860	2.37E-05	8.34E-05
1861	4.50E-10	5.54E-19
1862	0.007972064	1.50E-07
1863	3.82E-09	7.89E-10
1864	1.04E-08	6.95E-09
1865	3.47E-09	9.92E-10
1866	5.29E-08	5.20E-08
1867	3.50E-42	5.92E-50
1868	3.15E-81	3.23E-42
1869	1.58E-79	1.51E-71
1870	2.61E-83	1.01E-46
1871	4.98E-12	0.999873134
1872	2.18E-77	1.62E-55
1873	1.19E-88	2.16E-88
1874	2.08E-38	2.13E-84
1875	0.999983251	1.06E-14
1876	1.91E-25	2.17E-35
1877	1.19E-09	0.678859288
1878	7.22E-62	3.26E-61
1879	1.91E-93	8.14E-55
1880	3.41E-46	1.12E-51
1881	5.52E-132	2.10E-137
1882	3.44E-07	6.01E-08
1883	7.61E-10	6.78E-10
1884	7.05E-08	7.82E-10
1885	0.999997785	1.00E-12
1886	0.994023315	1.54E-14
1887	3.88E-42	8.38E-31
1888	1.26E-12	2.88E-45
1889	2.23E-85	1.35E-53
1890	3.15E-99	4.16E-122
1891	1.17E-08	1.54E-84
1892	7.89E-18	9.22E-84
1893	1.47E-07	9.27E-66
1894	0.99857412	8.49E-09
1895	2.08E-137	4.41E-139
1896	8.17E-13	8.30E-16
1897	1.59E-09	1.54E-32
1898	0.997445607	5.15E-11
1899	5.86E-66	5.62E-103
1900	0.002159672	7.19E-44
1901	0.999999835	7.07E-23
1902	0.999990778	6.95E-14
1903	0.0006699	3.88E-09
1904	7.35E-06	3.46E-05
1905	2.10E-137	2.10E-137
1906	7.73E-78	2.77E-103
1907	5.52E-132	2.09E-137
1908	4.17E-06	5.52E-08
1909	0.999702909	2.74E-21
1910	0.999999976	3.14E-31
1911	1.38E-05	1.94E-07
1912	1.10E-11	7.31E-50
1913	0.564066571	3.21E-102
1914	2.71E-114	2.81E-125
1915	6.85E-57	4.31E-79
1916	2.86E-139	2.77E-139
1917	3.88E-06	1.18E-40
1918	1.10E-66	7.26E-134
1919	1.37E-52	3.98E-54
1920	2.77E-139	2.77E-139
1921	4.34E-16	4.29E-35
1922	2.77E-139	2.77E-139
1923	2.32E-52	1.18E-118
1924	3.99E-62	7.02E-83
1925	2.77E-139	2.77E-139
1926	2.62E-27	6.70E-45
1927	1.95E-30	2.00E-81
1928	3.65E-65	7.37E-120
1929	2.90E-97	1.90E-128
1930	4.58E-110	7.56E-93
1931	2.44E-63	5.61E-85
1932	0.004856173	2.15E-15
1933	2.78E-45	1.09E-116
1934	4.59E-75	2.23E-69
1935	7.26E-134	2.77E-139
1936	3.11E-54	1.94E-61
1937	6.05E-97	1.54E-102
1938	6.67E-85	4.98E-58
1939	6.46E-54	7.00E-54
1940	0.007202231	3.54E-06
1941	0.977662619	4.67E-08
1942	7.08E-08	3.59E-09
1943	0.007249842	3.29E-06
1944	2.92E-07	2.78E-07
1945	9.46E-27	5.75E-12
1946	2.80E-72	2.99E-46
1947	1.35E-89	1.26E-44
1948	4.58E-110	4.10E-65
1949	4.16E-87	3.39E-69
1950	3.57E-89	3.44E-73
1951	6.48E-59	5.10E-21
1952	4.04E-59	1.12E-34
1953	2.56E-61	5.60E-22
1954	1.58E-06	7.45E-05
1955	0.003307118	0.020021415
1956	1.27E-21	0.002056599
1957	5.15E-77	1.52E-57
1958	3.87E-35	2.62E-43
1959	7.44E-05	1.39E-05
1960	4.80E-07	1.35E-07
1961	1.37E-05	6.08E-08
1962	1.84E-07	2.94E-09
1963	0.985276494	2.36E-09
1964	0.973329809	1.92E-10
1965	0.999995298	9.51E-13
1966	2.08E-07	9.33E-10
1967	0.0002099	2.17E-09
1968	0.401518698	1.06E-06
1969	0.00440216	0.86967941
1970	1.38E-15	1.53E-09
1971	4.52E-60	1.66E-59
1972	0.000458472	0.008162744
1973	0.00031193	0.719591138
1974	4.39E-17	7.79E-37
1975	9.68E-05	0.000790894
1976	3.97E-07	3.43E-06
1977	0.002264475	8.90E-13
1978	4.34E-18	3.80E-32
1979	1.45E-13	2.13E-12
1980	1.17E-31	7.41E-20
1981	7.66E-20	3.12E-34
1982	0.816098168	0.008495267
1983	5.72E-05	0.005298935
1984	3.09E-110	9.61E-97
1985	3.64E-48	2.13E-84
1986	0.997815254	3.78E-09
1987	0.000445432	6.65E-07
1988	2.04E-22	5.86E-52
1989	0.989475799	1.73E-06
1990	4.17E-32	5.48E-31
1991	3.42E-05	1.70E-27
1992	6.05E-23	1.53E-41
1993	3.60E-07	1.10E-07
1994	1.81E-22	6.70E-37
1995	0.000457711	1.12E-15
1996	0.019337741	0.582093179
1997	2.48E-28	1.48E-29
1998	1.74E-19	1.68E-12
1999	1.62E-21	1.79E-26
2000	0.006196031	0.810444713
2001	1.56E-49	2.98E-34
2002	0.007300357	0.810678928
2003	0.003481173	0.809264664
2004	5.14E-21	4.21E-23
2005	1.04E-52	3.49E-24
2006	1.73E-12	1.25E-12
2007	0.008315838	0.726976847
2008	1.09E-50	4.37E-28
2009	1.99E-70	1.95E-62
2010	1.07E-37	7.49E-70
2011	0.257260432	2.09E-15
2012	0.847335707	0.000642008
2013	1.14E-09	3.48E-06
2014	0.000144861	4.97E-05
2015	0.306182959	0.009716824
2016	2.74E-24	2.58E-22
2017	3.47E-13	6.80E-09
2018	3.78E-13	3.64E-37
2019	0.002764971	9.08E-14
2020	6.31E-13	1.28E-34
2021	5.17E-31	7.92E-51
2022	2.04E-21	3.42E-13
2023	2.46E-26	1.98E-37
2024	2.97E-07	2.34E-21
2025	3.43E-24	1.01E-37
2026	1.39E-38	1.17E-24
2027	7.39E-42	1.97E-36
2028	3.57E-14	8.84E-17
2029	0.000553005	0.037519893
2030	1.42E-07	1.27E-13
2031	5.50E-10	0.204083871
2032	5.76E-59	1.64E-31
2033	5.56E-26	8.60E-26
2034	2.37E-82	5.78E-72
2035	4.31E-07	2.59E-07
2036	2.44E-09	6.64E-09
2037	3.88E-06	0.002057042
2038	3.51E-80	1.27E-28
2039	1.09E-116	2.35E-89
2040	4.16E-69	4.31E-57
2041	3.35E-28	9.17E-07
2042	2.81E-125	5.07E-123
2043	1.65E-68	1.83E-73
2044	1.26E-32	7.78E-35
2045	9.89E-47	3.06E-40
2046	0.01535413	0.519744957
2047	0.000200219	0.957526259
2048	6.25E-33	1.93E-14
2049	4.68E-67	1.73E-45
2050	7.58E-63	2.87E-20
2051	3.28E-58	5.36E-44
2052	1.42E-51	1.70E-44
2053	4.02E-20	1.44E-09
2054	3.15E-81	4.17E-46
2055	3.15E-81	2.16E-70
2056	5.76E-69	7.65E-18
2057	1.77E-40	3.27E-23
2058	7.47E-60	2.11E-46
2059	1.90E-67	1.91E-65
2060	2.94E-27	1.68E-22
2061	1.04E-10	1.54E-09
2062	0.001748556	0.001005451
2063	9.22E-05	0.016840628
2064	3.49E-103	2.80E-51
2065	3.92E-86	7.35E-41
2066	1.04E-52	4.05E-11
2067	8.29E-46	9.17E-28
2068	2.49E-64	4.36E-53
2069	2.61E-13	1.48E-11
2070	0.084755785	7.36E-05
2071	0.001285465	0.571682078
2072	3.49E-20	1.76E-18
2073	7.37E-102	9.29E-59
2074	2.77E-139	2.81E-125
2075	3.58E-68	7.69E-31
2076	7.26E-134	2.77E-121
2077	7.37E-120	1.56E-106
2078	3.30E-31	8.33E-41
2079	5.07E-91	2.81E-107
2080	1.93E-114	1.09E-116
2081	4.29E-15	1.08E-50
2082	9.30E-09	1.36E-19
2083	6.85E-09	1.37E-28
2084	9.96E-12	4.69E-10
2085	1.68E-25	3.11E-17
2086	8.33E-26	7.25E-28
2087	0.000206425	3.42E-12
2088	8.36E-18	0.026983433
2089	1.33E-103	6.20E-80
2090	1.07E-77	6.91E-81
2091	1.10E-91	2.20E-64
2092	2.60E-38	6.94E-16
2093	8.52E-43	3.04E-33
2094	5.27E-47	9.97E-36
2095	2.38E-76	1.42E-54
2096	1.13E-47	1.49E-42
2097	4.34E-30	4.87E-47
2098	4.65E-06	4.91E-06
2099	8.56E-17	1.07E-41
2100	7.84E-08	5.97E-08
2101	1.09E-07	8.72E-08
2102	5.76E-31	1.19E-38
2103	7.14E-85	1.48E-74
2104	2.01E-68	1.01E-62
2105	5.85E-09	1.83E-47
2106	0.41573842	2.61E-12
2107	0.996201847	1.51E-08
2108	0.999805001	1.77E-12
2109	0.999999969	5.27E-18
2110	0.250525053	6.00E-08
2111	0.018100719	1.81E-05
2112	3.72E-23	3.80E-53
2113	1.57E-28	6.00E-46
2114	3.17E-08	1.01E-22
2115	9.34E-16	1.65E-23
2116	0.987796799	1.24E-07
2117	1.69E-05	3.53E-09
2118	0.863760681	1.63E-08
2119	0.999997949	7.18E-13
2120	0.013987128	1.80E-37
2121	0.999917013	5.99E-18
2122	0.759001527	1.17E-09
2123	0.999999284	5.18E-19
2124	0.995990506	8.89E-16
2125	3.06E-05	2.68E-12
2126	4.04E-11	1.42E-25
2127	1.37E-05	0.01152924
2128	2.73E-50	3.17E-44
2129	1.39E-41	7.33E-35
2130	7.50E-71	7.69E-44
2131	3.27E-33	5.66E-20
2132	3.67E-30	1.59E-27
2133	1.80E-38	2.17E-35
2134	4.37E-19	1.02E-08
2135	0.012383594	9.61E-06
2136	1.74E-06	1.29E-06
2137	1.64E-05	0.001326351
2138	2.94E-18	1.76E-13
2139	1.05E-30	1.01E-16
2140	1.51E-63	3.95E-44
2141	7.39E-62	1.54E-66
2142	1.79E-26	4.22E-46
2143	6.03E-05	2.22E-17
2144	0.230697059	0.005682531
2145	4.35E-07	5.63E-33
2146	1.53E-10	0.223030526
2147	7.40E-07	0.000155684
2148	3.66E-26	7.08E-41
2149	1.07E-15	3.25E-14
2150	1.81E-40	2.30E-41
2151	1.74E-26	4.01E-24
2152	2.48E-21	2.89E-14
2153	6.12E-34	1.36E-28
2154	7.50E-47	6.78E-45
2155	2.36E-56	1.78E-48
2156	4.85E-46	3.52E-32
2157	4.32E-17	1.57E-26
2158	3.62E-14	7.21E-23
2159	6.01E-06	3.24E-41
2160	8.77E-05	0.888776869
2161	1.40E-05	1.75E-08
2162	6.49E-28	1.47E-13
2163	2.35E-09	0.000710043
2164	3.46E-50	1.16E-35
2165	2.14E-45	8.18E-25
2166	9.27E-79	3.60E-42
2167	6.77E-71	2.85E-50
2168	4.73E-64	1.37E-70
2169	1.10E-67	1.09E-55
2170	7.37E-102	3.15E-99
2171	1.35E-89	9.79E-52
2172	9.01E-67	1.52E-47
2173	4.99E-06	7.72E-06
2174	5.71E-67	1.09E-62
2175	1.24E-64	1.01E-19
2176	7.49E-70	1.18E-17
2177	3.04E-50	6.53E-20
2178	4.17E-42	6.89E-25
2179	6.52E-51	1.13E-23
2180	1.08E-58	2.14E-44
2181	1.23E-61	6.99E-51
2182	1.23E-60	2.54E-48
2183	2.70E-10	4.48E-06
2184	2.08E-56	5.37E-34
2185	1.09E-55	3.04E-32
2186	5.28E-38	9.87E-27
2187	8.46E-45	1.14E-28
2188	9.14E-70	1.88E-46
2189	2.44E-30	1.12E-05
2190	1.25E-21	3.12E-28
2191	0.678214783	3.03E-06
2192	0.000102462	0.884842581
2193	5.40E-40	2.29E-10
2194	2.77E-139	1.75E-62
2195	2.77E-139	1.90E-128
2196	7.26E-116	2.67E-47
2197	3.62E-45	4.37E-09
2198	7.02E-65	2.48E-29
2199	5.76E-78	3.84E-40
2200	1.22E-90	1.57E-34
2201	4.16E-122	1.60E-66
2202	3.35E-17	2.21E-22
2203	4.21E-06	4.39E-06
2204	0.000699266	2.80E-07
2205	3.85E-06	2.95E-06
2206	8.49E-46	9.18E-38
2207	4.51E-106	2.13E-84
2208	7.26E-134	6.24E-87
2209	2.77E-139	2.81E-125
2210	2.77E-139	2.86E-93
2211	2.85E-50	4.41E-13
2212	1.51E-63	1.18E-28
2213	1.69E-64	9.20E-59
2214	1.37E-46	2.65E-45
2215	1.95E-08	6.30E-11
2216	1.07E-09	9.37E-06
2217	2.82E-49	6.78E-30
2218	7.26E-134	4.99E-123
2219	6.05E-97	1.61E-77
2220	1.46E-13	1.62E-20
2221	5.06E-17	1.49E-38
2222	1.90E-25	1.04E-34
2223	5.46E-21	2.95E-27
2224	0.000264472	0.952737289
2225	1.71E-24	0.000236218
2226	1.22E-72	1.88E-28
2227	2.77E-139	2.77E-139
2228	2.77E-139	7.37E-102
2229	4.99E-123	2.60E-64
2230	7.26E-134	7.37E-120
2231	7.37E-120	4.99E-105
2232	5.05E-98	2.04E-30
2233	4.99E-105	6.88E-75
2234	7.10E-42	2.58E-58
2235	1.11E-49	6.88E-75
2236	9.04E-64	5.15E-95
2237	1.15E-51	1.07E-77
2238	1.53E-58	9.75E-47
2239	1.03E-38	1.99E-44
2240	1.94E-55	2.44E-51
2241	3.58E-51	4.65E-54
2242	9.72E-79	6.18E-96
2243	1.23E-28	1.43E-28
2244	1.79E-05	0.000114184
2245	1.05E-42	3.49E-15
2246	5.23E-58	1.64E-63
2247	2.20E-74	7.28E-57
2248	1.93E-114	3.32E-72
2249	2.77E-139	7.26E-134
2250	2.81E-107	1.56E-80
2251	8.51E-66	2.79E-44
2252	1.39E-61	2.62E-28
2253	2.00E-30	2.18E-30
2254	1.48E-15	5.58E-11
2255	1.81E-11	0.003771881
2256	1.30E-34	2.17E-14
2257	2.71E-46	3.43E-20
2258	2.84E-63	3.56E-48
2259	7.81E-41	1.85E-18
2260	5.98E-77	1.46E-32
2261	5.38E-52	5.34E-49
2262	4.99E-105	2.89E-51
2263	6.77E-107	2.58E-64
2264	1.18E-118	6.78E-72
2265	2.77E-139	3.12E-119
2266	7.26E-134	4.16E-122
2267	1.31E-60	6.13E-82
2268	9.10E-63	9.52E-85
2269	3.57E-71	6.09E-77
2270	3.48E-80	5.24E-67
2271	4.58E-110	1.02E-71
2272	7.15E-35	2.46E-52
2273	2.14E-07	1.57E-20
2274	2.02E-42	2.75E-49
2275	1.79E-08	2.03E-24
2276	0.93258028	0.000101922
2277	0.026068786	0.000399758
2278	4.10E-98	3.56E-73
2279	1.27E-52	1.20E-41
2280	9.37E-70	2.40E-49
2281	9.16E-97	3.18E-76
2282	0.884988465	0.002870176
2283	6.34E-06	4.84E-06
2284	1.02E-19	2.50E-25
2285	0.000148185	0.017235538
2286	9.53E-09	1.78E-05
2287	2.67E-14	0.98880934
2288	5.76E-51	1.06E-18
2289	5.11E-73	3.27E-68
2290	1.26E-39	1.35E-25
2291	1.33E-67	2.21E-54
2292	2.03E-46	3.81E-35
2293	3.54E-48	1.76E-27
2294	3.48E-80	5.09E-62
2295	5.61E-30	9.16E-08
2296	3.47E-48	3.58E-52
2297	4.70E-69	4.03E-41
2298	3.17E-16	2.99E-11
2299	1.45E-41	4.58E-22
2300	4.59E-29	0.955981671
2301	5.26E-40	3.42E-43
2302	1.40E-66	1.44E-42
2303	1.71E-97	0.022969173
2304	9.56E-45	4.67E-37
2305	2.86E-73	2.81E-59
2306	2.87E-21	3.00E-27
2307	2.86E-39	3.59E-42
2308	5.28E-19	1.61E-08
2309	2.28E-21	0.999985191
2310	0.00384795	0.007644916
2311	1.33E-06	5.12E-05
2312	3.38E-05	0.031006224
2313	1.54E-23	3.80E-11
2314	1.15E-18	0.999999191
2315	7.31E-14	0.999214525
2316	6.26E-19	0.000383407
2317	1.24E-64	4.28E-06
2318	5.46E-69	3.85E-05
2319	7.73E-19	0.962282831
2320	0.000233573	0.824757185
2321	1.01E-66	5.97E-19
2322	2.93E-48	3.55E-33
2323	5.53E-44	4.35E-26
2324	4.29E-76	1.49E-42
2325	1.46E-68	1.84E-49
2326	5.28E-06	1.25E-09
2327	2.62E-06	0.772008202
2328	2.97E-05	0.206998391
2329	0.967755144	2.43E-16
2330	0.009038573	2.25E-05
2331	7.65E-49	2.47E-15
2332	1.41E-89	4.71E-77
2333	9.94E-08	0.988726847
2334	2.95E-107	3.53E-74
2335	3.92E-47	1.75E-14
2336	9.69E-36	1.93E-21
2337	0.00024752	0.000834664
2338	1.60E-55	2.54E-25
2339	1.51E-70	1.80E-69
2340	0.02294725	1.21E-09
2341	3.12E-09	4.93E-16
2342	3.57E-22	3.81E-13
2343	4.70E-09	0.000198852
2344	0.314923473	1.77E-11
2345	1.87E-07	1.09E-22
2346	1.55E-05	2.31E-30
2347	0.000626379	5.08E-21
2348	2.42E-12	1.48E-24
2349	3.16E-21	9.25E-41
2350	1.35E-14	2.10E-43
2351	3.79E-17	8.83E-22
2352	4.38E-34	4.68E-49
2353	3.86E-29	3.43E-44
2354	4.00E-25	1.37E-45
2355	2.33E-07	6.71E-13
2356	2.69E-08	2.10E-18
2357	1.03E-12	1.36E-22
2358	2.47E-15	2.39E-32
2359	2.63E-30	8.61E-27
2360	1.21E-29	4.04E-20
2361	2.14E-33	1.99E-14
2362	1.61E-46	1.05E-41
2363	2.83E-40	2.47E-34
2364	4.04E-79	5.10E-74
2365	2.16E-88	1.96E-82
2366	3.79E-25	5.42E-30
2367	9.28E-34	3.69E-25
2368	4.02E-39	2.78E-29
2369	1.07E-47	1.41E-28
2370	3.00E-16	1.11E-25
2371	0.037444805	0.405859065
2372	1.34E-15	9.55E-23
2373	3.97E-43	2.85E-36
2374	1.84E-44	9.91E-33
2375	6.71E-74	6.98E-79
2376	4.70E-30	5.21E-52
2377	1.30E-20	1.08E-39
2378	1.24E-31	5.77E-18
2379	5.29E-28	8.19E-26
2380	5.06E-28	2.67E-35
2381	3.49E-43	1.95E-28
2382	6.38E-45	2.62E-30
2383	1.08E-42	7.81E-35
2384	4.31E-53	2.29E-36
2385	1.49E-65	7.17E-35
2386	2.90E-61	2.25E-38
2387	2.31E-62	2.80E-46
2388	0.00064925	0.001183295
2389	0.00119868	0.00930275
2390	1.08E-18	1.45E-19
2391	1.00E-26	1.09E-11
2392	2.28E-26	1.09E-36
2393	3.16E-16	3.06E-16
2394	5.02E-25	1.36E-06
2395	5.34E-29	4.23E-30
2396	2.19E-32	1.66E-33
2397	8.74E-32	6.22E-33
2398	1.54E-41	7.39E-49
2399	6.33E-19	1.02E-21
2400	2.38E-11	9.24E-09
2401	8.93E-17	2.19E-08
2402	5.12E-18	1.98E-08
2403	4.58E-92	4.74E-82
2404	1.96E-82	3.06E-65
2405	3.10E-78	7.77E-58
2406	1.93E-114	5.15E-95
2407	5.49E-30	1.40E-18
2408	1.13E-75	1.42E-38
2409	2.81E-125	8.99E-107
2410	6.58E-65	4.08E-75
2411	1.60E-68	8.56E-79
2412	0.002377076	3.65E-05
2413	1.67E-05	6.83E-22
2414	1.70E-09	1.71E-25
2415	1.75E-44	6.46E-40
2416	1.96E-34	1.16E-53
2417	5.83E-36	7.92E-51
2418	3.00E-33	6.19E-42
2419	8.66E-25	1.30E-30
2420	8.27E-39	1.37E-57
2421	1.33E-39	1.44E-39
2422	1.33E-41	1.88E-42
2423	2.81E-125	2.81E-125
2424	2.25E-46	1.56E-42
2425	8.05E-30	5.41E-31
2426	2.33E-10	1.39E-25
2427	4.97E-42	4.23E-73
2428	5.77E-17	1.62E-35
2429	1.90E-92	6.24E-105
2430	3.14E-19	1.40E-36
2431	2.21E-45	4.83E-47
2432	1.18E-76	1.07E-64
2433	7.26E-134	7.26E-134
2434	2.89E-50	1.09E-63
2435	1.56E-34	3.65E-23
2436	2.33E-37	3.19E-37
2437	1.46E-73	3.32E-75
2438	7.92E-51	1.18E-49
2439	1.35E-89	3.15E-99
2440	4.12E-45	1.26E-57
2441	7.26E-134	1.07E-130
2442	9.66E-78	7.26E-134
2443	0.145247721	8.95E-49
2444	0.006188076	1.39E-07
2445	0.999999899	2.43E-16
2446	6.18E-05	1.50E-07
2447	5.82E-08	1.03E-25
2448	4.07E-05	1.20E-40
2449	2.05E-09	6.53E-34
2450	5.17E-16	1.05E-43
2451	7.49E-88	1.90E-128
2452	1.49E-62	1.50E-103
2453	0.999998499	5.34E-13
2454	2.25E-05	1.28E-09
2455	2.01E-09	7.42E-10
2456	1.20E-07	5.59E-08
2457	7.74E-14	4.16E-58
2458	0.013731637	1.42E-07
2459	0.999999606	8.06E-15
2460	0.999999824	1.53E-15
2461	0.553412764	1.52E-08
2462	0.953463455	3.69E-07
2463	0.287920025	1.66E-15
2464	9.00E-55	2.06E-68
2465	5.78E-07	2.19E-07
2466	9.61E-09	1.93E-08
2467	0.000394415	8.13E-05
2468	5.25E-18	2.48E-16
2469	7.41E-22	2.57E-17
2470	1.12E-59	9.81E-37
2471	6.38E-41	7.83E-28
2472	1.22E-50	6.64E-49
2473	1.06E-108	4.16E-86
2474	1.47E-62	1.23E-60
2475	3.04E-13	1.02E-16
2476	1.33E-06	0.988764025
2477	1.14E-42	4.20E-38
2478	2.98E-13	4.44E-11
2479	2.77E-07	3.71E-07
2480	9.68E-10	9.71E-10
2481	7.82E-09	5.96E-09
2482	6.42E-07	6.85E-07
2483	2.39E-79	4.54E-57
2484	7.26E-134	7.26E-134
2485	7.26E-134	1.09E-98
2486	1.97E-47	8.58E-35
2487	9.57E-39	1.99E-39
2488	1.01E-29	2.76E-45
2489	4.92E-59	4.80E-68
2490	5.79E-44	1.02E-23
2491	9.75E-11	0.99407849
2492	4.59E-07	3.07E-05
2493	1.74E-07	0.000282092
2494	3.00E-45	2.55E-34
2495	9.77E-30	1.88E-15
2496	1.07E-130	1.93E-114
2497	5.98E-34	4.84E-37
2498	6.78E-72	7.27E-99
2499	1.99E-50	3.69E-76
2500	0.001743415	2.07E-18
2501	0.582224669	2.03E-05
2502	0.001480444	0.239289421
2503	4.39E-34	2.75E-31
2504	0.000839108	0.00156542
2505	1.28E-41	1.18E-41
2506	3.40E-40	1.74E-34
2507	1.90E-128	1.07E-112
2508	1.33E-85	7.27E-99
2509	3.65E-28	1.88E-46
2510	5.50E-23	3.82E-34
2511	4.26E-20	4.36E-41
2512	1.60E-29	2.39E-40
2513	1.50E-07	0.000125751
2514	1.62E-12	3.64E-10
2515	8.17E-96	7.38E-84
2516	5.68E-78	4.73E-82
2517	9.38E-13	5.40E-22
2518	0.007504176	0.001367411
2519	0.131210508	1.60E-10
2520	0.068244806	1.53E-05
2521	2.79E-06	7.43E-18
2522	4.25E-67	6.20E-76
2523	0.01370414	0.137626676
2524	7.91E-06	0.978794634
2525	2.17E-26	9.27E-12
2526	8.55E-59	2.77E-61
2527	2.51E-59	2.01E-35
2528	1.07E-130	4.16E-122
2529	1.90E-128	7.37E-120
2530	2.86E-111	4.09E-118
2531	4.10E-101	5.58E-97
2532	1.90E-110	1.25E-81
2533	1.24E-30	2.39E-19
2534	2.79E-17	2.17E-11
2535	3.84E-40	1.69E-48
2536	4.16E-104	4.10E-83
2537	3.14E-102	1.78E-81
2538	8.84E-05	0.000194364
2539	4.45E-07	4.54E-07
2540	0.002285425	7.91E-11
2541	3.67E-09	1.23E-20
2542	2.29E-46	4.23E-68
2543	0.283156552	0.000338674
2544	3.27E-05	9.61E-05
2545	1.91E-08	6.82E-12
2546	1.99E-13	9.79E-15
2547	6.55E-49	1.38E-51
2548	1.31E-117	4.99E-123
2549	2.27E-21	6.03E-34
2550	6.52E-07	8.13E-19
2551	0.998758563	3.42E-07
2552	4.32E-30	1.59E-28
2553	4.65E-06	1.39E-11
2554	1.48E-18	7.21E-07
2555	1.32E-31	1.01E-21
2556	2.76E-60	2.49E-46
2557	6.18E-96	7.49E-88
2558	1.22E-90	3.92E-78
2559	3.76E-46	2.01E-55
2560	6.59E-36	1.04E-52
2561	2.89E-29	4.30E-14
2562	4.57E-51	5.49E-28
2563	1.60E-05	0.991983865
2564	2.24E-08	6.67E-05
